,CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO
478,Barreiras,28.5,447.5,12.2,45.0,10,2002
479,Barreiras,24.2,447.5,12.2,45.0,7,2013
480,Barreiras,24.7,447.5,12.2,45.0,5,2015
481,Barreiras,25.2,447.5,12.2,45.0,2,2008
482,Barreiras,26.3,447.5,12.2,45.0,11,2003
483,Barreiras,27.6,447.5,12.2,45.0,9,2015
484,Barreiras,27.9,447.5,12.2,45.0,10,2003
485,Barreiras,25.3,447.5,12.2,45.0,11,2006
486,Barreiras,27.1,447.5,12.2,45.0,11,2002
487,Barreiras,26.1,447.5,12.2,45.0,11,2010
488,Barreiras,27.0,447.5,12.2,45.0,12,2003
489,Barreiras,25.4,447.5,12.2,45.0,3,2010
490,Barreiras,27.2,447.5,12.2,45.0,9,2012
491,Barreiras,24.5,447.5,12.2,45.0,8,2017
492,Barreiras,23.8,447.5,12.2,45.0,7,2016
493,Barreiras,24.6,447.5,12.2,45.0,2,2007
494,Barreiras,25.7,447.5,12.2,45.0,3,2019
495,Barreiras,22.6,447.5,12.2,45.0,7,2019
496,Barreiras,24.9,447.5,12.2,45.0,5,2014
497,Barreiras,23.6,447.5,12.2,45.0,6,2015
498,Barreiras,27.1,447.5,12.2,45.0,11,2004
499,Barreiras,26.5,447.5,12.2,45.0,9,2000
500,Barreiras,25.7,447.5,12.2,45.0,11,2001
501,Barreiras,25.2,447.5,12.2,45.0,11,2012
502,Barreiras,24.5,447.5,12.2,45.0,8,2007
503,Barreiras,24.7,447.5,12.2,45.0,2,2011
504,Barreiras,25.3,447.5,12.2,45.0,8,2013
505,Barreiras,22.6,447.5,12.2,45.0,6,2018
506,Barreiras,25.3,447.5,12.2,45.0,5,2016
507,Barreiras,25.1,447.5,12.2,45.0,5,2017
508,Barreiras,24.9,447.5,12.2,45.0,12,2000
509,Barreiras,24.5,447.5,12.2,45.0,8,2019
510,Barreiras,23.0,447.5,12.2,45.0,6,2004
511,Barreiras,22.2,447.5,12.2,45.0,7,2018
512,Barreiras,26.6,447.5,12.2,45.0,10,2009
513,Barreiras,26.4,447.5,12.2,45.0,12,2007
514,Barreiras,24.6,447.5,12.2,45.0,8,2012
515,Barreiras,28.6,447.5,12.2,45.0,10,2014
516,Barreiras,26.7,447.5,12.2,45.0,4,1999
517,Barreiras,22.2,447.5,12.2,45.0,6,1999
518,Barreiras,27.2,447.5,12.2,45.0,9,2005
519,Barreiras,24.6,447.5,12.2,45.0,4,2000
520,Barreiras,28.6,447.5,12.2,45.0,11,2015
521,Barreiras,24.4,447.5,12.2,45.0,8,2005
522,Barreiras,25.1,447.5,12.2,45.0,1,2001
523,Barreiras,27.2,447.5,12.2,45.0,1,2017
524,Barreiras,25.1,447.5,12.2,45.0,8,2014
525,Barreiras,25.6,447.5,12.2,45.0,2,2006
526,Barreiras,26.5,447.5,12.2,45.0,9,2002
527,Barreiras,26.9,447.5,12.2,45.0,9,2017
528,Barreiras,26.2,447.5,12.2,45.0,1,2006
529,Barreiras,25.3,447.5,12.2,45.0,12,2008
530,Barreiras,23.8,447.5,12.2,45.0,7,2002
531,Bom Jesus da Lapa,30.2,447.8,13.3,43.4,12,2019
532,Bom Jesus da Lapa,28.4,447.8,13.3,43.4,3,2012
533,Bom Jesus da Lapa,26.1,447.8,13.3,43.4,4,2005
534,Bom Jesus da Lapa,30.4,447.8,13.3,43.4,10,2017
535,Bom Jesus da Lapa,29.1,447.8,13.3,43.4,3,2016
536,Bom Jesus da Lapa,26.1,447.8,13.3,43.4,2,2002
537,Bom Jesus da Lapa,27.8,447.8,13.3,43.4,11,2003
538,Bom Jesus da Lapa,25.9,447.8,13.3,43.4,3,2005
539,Bom Jesus da Lapa,24.6,447.8,13.3,43.4,6,2001
540,Bom Jesus da Lapa,27.2,447.8,13.3,43.4,11,2005
541,Bom Jesus da Lapa,25.9,447.8,13.3,43.4,7,2015
542,Bom Jesus da Lapa,25.1,447.8,13.3,43.4,5,2011
543,Bom Jesus da Lapa,23.3,447.8,13.3,43.4,6,2004
544,Bom Jesus da Lapa,28.2,447.8,13.3,43.4,10,2000
545,Bom Jesus da Lapa,25.7,447.8,13.3,43.4,8,2002
546,Bom Jesus da Lapa,25.0,447.8,13.3,43.4,5,2004
547,Bom Jesus da Lapa,26.3,447.8,13.3,43.4,3,2010
548,Bom Jesus da Lapa,27.0,447.8,13.3,43.4,5,2013
549,Bom Jesus da Lapa,25.5,447.8,13.3,43.4,1,2001
550,Bom Jesus da Lapa,28.9,447.8,13.3,43.4,9,2019
551,Bom Jesus da Lapa,26.6,447.8,13.3,43.4,4,2007
552,Bom Jesus da Lapa,23.1,447.8,13.3,43.4,7,2004
553,Bom Jesus da Lapa,26.5,447.8,13.3,43.4,1,1999
554,Bom Jesus da Lapa,29.9,447.8,13.3,43.4,9,2015
555,Bom Jesus da Lapa,25.3,447.8,13.3,43.4,7,2019
556,Bom Jesus da Lapa,23.4,447.8,13.3,43.4,7,2006
557,Bom Jesus da Lapa,26.0,447.8,13.3,43.4,1,2016
558,Bom Jesus da Lapa,25.0,447.8,13.3,43.4,8,2001
559,Bom Jesus da Lapa,26.8,447.8,13.3,43.4,3,2003
560,Bom Jesus da Lapa,26.1,447.8,13.3,43.4,6,2012
561,Bom Jesus da Lapa,25.5,447.8,13.3,43.4,5,1999
562,Bom Jesus da Lapa,24.6,447.8,13.3,43.4,6,2000
563,Bom Jesus da Lapa,26.0,447.8,13.3,43.4,8,2000
564,Bom Jesus da Lapa,29.5,447.8,13.3,43.4,10,2012
565,Bom Jesus da Lapa,25.5,447.8,13.3,43.4,1,2000
566,Bom Jesus da Lapa,28.3,447.8,13.3,43.4,3,2019
567,Bom Jesus da Lapa,27.4,447.8,13.3,43.4,3,2014
568,Bom Jesus da Lapa,26.1,447.8,13.3,43.4,4,2000
569,Bom Jesus da Lapa,25.6,447.8,13.3,43.4,4,2004
570,Bom Jesus da Lapa,25.6,447.8,13.3,43.4,6,2014
571,Bom Jesus da Lapa,27.3,447.8,13.3,43.4,10,2001
572,Bom Jesus da Lapa,26.4,447.8,13.3,43.4,5,2012
573,Bom Jesus da Lapa,25.5,447.8,13.3,43.4,3,2008
574,Bom Jesus da Lapa,25.0,447.8,13.3,43.4,8,2012
575,Bom Jesus da Lapa,24.9,447.8,13.3,43.4,8,2004
576,Bom Jesus da Lapa,26.6,447.8,13.3,43.4,5,2001
577,Bom Jesus da Lapa,26.8,447.8,13.3,43.4,3,2018
578,Bom Jesus da Lapa,24.6,447.8,13.3,43.4,7,2001
579,Bom Jesus da Lapa,30.8,447.8,13.3,43.4,10,2015
580,Bom Jesus da Lapa,25.5,447.8,13.3,43.4,3,1999
581,Bom Jesus da Lapa,25.1,447.8,13.3,43.4,6,1999
582,Bom Jesus da Lapa,28.4,447.8,13.3,43.4,10,2004
583,Bom Jesus da Lapa,24.9,447.8,13.3,43.4,7,2009
584,Bom Jesus da Lapa,24.9,447.8,13.3,43.4,7,2002
585,Bom Jesus da Lapa,24.7,447.8,13.3,43.4,8,1999
586,Bom Jesus da Lapa,27.5,447.8,13.3,43.4,5,2016
587,Bom Jesus da Lapa,30.3,447.8,13.3,43.4,10,2019
588,Bom Jesus da Lapa,27.0,447.8,13.3,43.4,11,2008
589,Bom Jesus da Lapa,26.9,447.8,13.3,43.4,3,2009
590,Bom Jesus da Lapa,25.7,447.8,13.3,43.4,8,2003
591,Bom Jesus da Lapa,27.9,447.8,13.3,43.4,10,2002
592,Bom Jesus da Lapa,28.7,447.8,13.3,43.4,4,2012
593,Bom Jesus da Lapa,28.3,447.8,13.3,43.4,1,2015
594,Bom Jesus da Lapa,27.3,447.8,13.3,43.4,1,2010
595,Bom Jesus da Lapa,23.9,447.8,13.3,43.4,7,2003
596,Bom Jesus da Lapa,29.3,447.8,13.3,43.4,11,2007
597,Bom Jesus da Lapa,27.0,447.8,13.3,43.4,9,2002
598,Bom Jesus da Lapa,27.3,447.8,13.3,43.4,5,2017
599,Bom Jesus da Lapa,26.5,447.8,13.3,43.4,2,1999
600,Bom Jesus da Lapa,27.5,447.8,13.3,43.4,9,2009
601,Bom Jesus da Lapa,24.4,447.8,13.3,43.4,6,2002
602,Bom Jesus da Lapa,25.6,447.8,13.3,43.4,5,2015
603,Bom Jesus da Lapa,26.5,447.8,13.3,43.4,4,2001
604,Bom Jesus da Lapa,26.3,447.8,13.3,43.4,5,2007
605,Bom Jesus da Lapa,24.0,447.8,13.3,43.4,5,2006
606,Bom Jesus da Lapa,29.6,447.8,13.3,43.4,10,2016
607,Bom Jesus da Lapa,23.9,447.8,13.3,43.4,6,2009
608,Bom Jesus da Lapa,23.8,447.8,13.3,43.4,6,2008
609,Bom Jesus da Lapa,28.7,447.8,13.3,43.4,9,2013
610,Bom Jesus da Lapa,24.4,447.8,13.3,43.4,7,2000
611,Bom Jesus da Lapa,26.4,447.8,13.3,43.4,1,2008
612,Bom Jesus da Lapa,25.7,447.8,13.3,43.4,2,2005
613,Bom Jesus da Lapa,26.9,447.8,13.3,43.4,11,2010
614,Bom Jesus da Lapa,25.1,447.8,13.3,43.4,8,2010
615,Bom Jesus da Lapa,26.9,447.8,13.3,43.4,1,2014
616,Bom Jesus da Lapa,27.4,447.8,13.3,43.4,11,2001
617,Bom Jesus da Lapa,26.6,447.8,13.3,43.4,2,2001
618,Bom Jesus da Lapa,24.9,447.8,13.3,43.4,6,2011
619,Bom Jesus da Lapa,29.5,447.8,13.3,43.4,9,2018
620,Bom Jesus da Lapa,25.3,447.8,13.3,43.4,6,2015
621,Bom Jesus da Lapa,27.6,447.8,13.3,43.4,4,2017
622,Bom Jesus da Lapa,27.7,447.8,13.3,43.4,11,2017
623,Bom Jesus da Lapa,24.8,447.8,13.3,43.4,12,2000
624,Bom Jesus da Lapa,27.0,447.8,13.3,43.4,12,2006
625,Bom Jesus da Lapa,25.8,447.8,13.3,43.4,7,2013
626,Bom Jesus da Lapa,23.5,447.8,13.3,43.4,7,2017
627,Bom Jesus da Lapa,27.7,447.8,13.3,43.4,9,2005
628,Bom Jesus da Lapa,25.3,447.8,13.3,43.4,2,2004
629,Bom Jesus da Lapa,27.7,447.8,13.3,43.4,11,2014
630,Bom Jesus da Lapa,25.8,447.8,13.3,43.4,4,2011
631,Bom Jesus da Lapa,26.3,447.8,13.3,43.4,8,2013
632,Bom Jesus da Lapa,26.0,447.8,13.3,43.4,12,2005
633,Bom Jesus da Lapa,28.1,447.8,13.3,43.4,2,2010
634,Bom Jesus da Lapa,26.5,447.8,13.3,43.4,5,2010
635,Bom Jesus da Lapa,27.6,447.8,13.3,43.4,11,2009
636,Bom Jesus da Lapa,25.9,447.8,13.3,43.4,1,2005
637,Bom Jesus da Lapa,27.7,447.8,13.3,43.4,4,2014
638,Bom Jesus da Lapa,24.5,447.8,13.3,43.4,7,2007
639,Bom Jesus da Lapa,28.6,447.8,13.3,43.4,3,2013
640,Bom Jesus da Lapa,27.0,447.8,13.3,43.4,2,2003
641,Bom Jesus da Lapa,29.1,447.8,13.3,43.4,4,2016
642,Bom Jesus da Lapa,25.6,447.8,13.3,43.4,8,2006
643,Bom Jesus da Lapa,27.5,447.8,13.3,43.4,9,2001
644,Bom Jesus da Lapa,27.8,447.8,13.3,43.4,11,2013
645,Bom Jesus da Lapa,30.3,447.8,13.3,43.4,12,2015
646,Bom Jesus da Lapa,26.8,447.8,13.3,43.4,10,1999
647,Bom Jesus da Lapa,28.5,447.8,13.3,43.4,12,2012
648,Bom Jesus da Lapa,25.1,447.8,13.3,43.4,7,2012
649,Bom Jesus da Lapa,25.6,447.8,13.3,43.4,2,2000
650,Bom Jesus da Lapa,24.2,447.8,13.3,43.4,6,2010
651,Bom Jesus da Lapa,26.6,447.8,13.3,43.4,4,2013
652,Bom Jesus da Lapa,26.6,447.8,13.3,43.4,2,2009
653,Bom Jesus da Lapa,26.4,447.8,13.3,43.4,8,2011
654,Bom Jesus da Lapa,27.6,447.8,13.3,43.4,11,2004
655,Bom Jesus da Lapa,26.7,447.8,13.3,43.4,9,2011
656,Bom Jesus da Lapa,26.6,447.8,13.3,43.4,2,2018
657,Bom Jesus da Lapa,25.5,447.8,13.3,43.4,11,2012
658,Bom Jesus da Lapa,27.9,447.8,13.3,43.4,5,2019
659,Bom Jesus da Lapa,28.1,447.8,13.3,43.4,1,2018
660,Bom Jesus da Lapa,24.9,447.8,13.3,43.4,11,1999
661,Bom Jesus da Lapa,27.9,447.8,13.3,43.4,10,2006
662,Bom Jesus da Lapa,24.2,447.8,13.3,43.4,5,2009
663,Bom Jesus da Lapa,25.7,447.8,13.3,43.4,7,2016
664,Bom Jesus da Lapa,29.0,447.8,13.3,43.4,2,2013
665,Bom Jesus da Lapa,27.7,447.8,13.3,43.4,8,2018
666,Bom Jesus da Lapa,24.0,447.8,13.3,43.4,7,2005
667,Bom Jesus da Lapa,28.7,447.8,13.3,43.4,3,2017
668,Bom Jesus da Lapa,29.3,447.8,13.3,43.4,10,2005
669,Bom Jesus da Lapa,24.9,447.8,13.3,43.4,12,1999
670,Bom Jesus da Lapa,25.6,447.8,13.3,43.4,11,2006
671,Bom Jesus da Lapa,24.8,447.8,13.3,43.4,6,2003
672,Bom Jesus da Lapa,26.1,447.8,13.3,43.4,6,2017
673,Bom Jesus da Lapa,24.2,447.8,13.3,43.4,7,1999
674,Bom Jesus da Lapa,28.1,447.8,13.3,43.4,9,2012
675,Bom Jesus da Lapa,27.4,447.8,13.3,43.4,9,2010
676,Bom Jesus da Lapa,26.4,447.8,13.3,43.4,12,2007
677,Bom Jesus da Lapa,26.0,447.8,13.3,43.4,6,2013
678,Bom Jesus da Lapa,29.8,447.8,13.3,43.4,1,2017
679,Bom Jesus da Lapa,25.9,447.8,13.3,43.4,12,2011
680,Bom Jesus da Lapa,26.1,447.8,13.3,43.4,8,2009
681,Bom Jesus da Lapa,29.2,447.8,13.3,43.4,10,2007
682,Bom Jesus da Lapa,27.6,447.8,13.3,43.4,11,2002
683,Bom Jesus da Lapa,26.4,447.8,13.3,43.4,8,2019
684,Bom Jesus da Lapa,26.5,447.8,13.3,43.4,4,2003
685,Bom Jesus da Lapa,26.2,447.8,13.3,43.4,1,2009
686,Bom Jesus da Lapa,26.4,447.8,13.3,43.4,12,2014
687,Bom Jesus da Lapa,27.6,447.8,13.3,43.4,2,2006
688,Bom Jesus da Lapa,26.8,447.8,13.3,43.4,5,2018
689,Bom Jesus da Lapa,25.9,447.8,13.3,43.4,3,2001
690,Bom Jesus da Lapa,27.6,447.8,13.3,43.4,8,2016
691,Bom Jesus da Lapa,28.6,447.8,13.3,43.4,9,2014
692,Bom Jesus da Lapa,26.2,447.8,13.3,43.4,6,2019
693,Bom Jesus da Lapa,26.2,447.8,13.3,43.4,8,2015
694,Bom Jesus da Lapa,25.0,447.8,13.3,43.4,11,2011
695,Bom Jesus da Lapa,26.7,447.8,13.3,43.4,9,2000
696,Bom Jesus da Lapa,28.4,447.8,13.3,43.4,2,2019
697,Bom Jesus da Lapa,26.5,447.8,13.3,43.4,4,2002
698,Bom Jesus da Lapa,28.7,447.8,13.3,43.4,10,2003
699,Bom Jesus da Lapa,22.6,447.8,13.3,43.4,6,2006
700,Bom Jesus da Lapa,27.1,447.8,13.3,43.4,9,2017
701,Bom Jesus da Lapa,27.1,447.8,13.3,43.4,1,2006
702,Bom Jesus da Lapa,26.5,447.8,13.3,43.4,12,2009
703,Bom Jesus da Lapa,25.8,447.8,13.3,43.4,5,2003
704,Bom Jesus da Lapa,26.5,447.8,13.3,43.4,1,2012
705,Bom Jesus da Lapa,26.0,447.8,13.3,43.4,3,2006
706,Bom Jesus da Lapa,25.4,447.8,13.3,43.4,8,2008
707,Bom Jesus da Lapa,24.3,447.8,13.3,43.4,6,2007
708,Caetité,22.0,876.3,14.1,42.5,12,2019
709,Caetité,21.0,876.3,14.1,42.5,8,2009
710,Caetité,22.4,876.3,14.1,42.5,10,2016
711,Caetité,22.8,876.3,14.1,42.5,5,2018
712,Caetité,20.7,876.3,14.1,42.5,8,2002
713,Caetité,23.9,876.3,14.1,42.5,1,2015
714,Caetité,23.0,876.3,14.1,42.5,11,2008
715,Caetité,22.2,876.3,14.1,42.5,9,2015
716,Caetité,21.9,876.3,14.1,42.5,11,2016
717,Caetité,22.0,876.3,14.1,42.5,9,2002
718,Caetité,22.6,876.3,14.1,42.5,2,2019
719,Caetité,21.8,876.3,14.1,42.5,7,2017
720,Caetité,21.5,876.3,14.1,42.5,5,2002
721,Caetité,22.4,876.3,14.1,42.5,4,2010
722,Caetité,22.3,876.3,14.1,42.5,4,2011
723,Caetité,24.0,876.3,14.1,42.5,1,2010
724,Caetité,22.6,876.3,14.1,42.5,12,2011
725,Caetité,19.8,876.3,14.1,42.5,6,2008
726,Caetité,22.8,876.3,14.1,42.5,11,2005
727,Caetité,21.3,876.3,14.1,42.5,11,2011
728,Caetité,24.1,876.3,14.1,42.5,10,2005
729,Caetité,23.7,876.3,14.1,42.5,11,2003
730,Caetité,22.8,876.3,14.1,42.5,4,2016
731,Caetité,23.9,876.3,14.1,42.5,1,2013
732,Caetité,23.1,876.3,14.1,42.5,1,2011
733,Caetité,22.2,876.3,14.1,42.5,11,2012
734,Caetité,24.3,876.3,14.1,42.5,3,2012
735,Caetité,20.1,876.3,14.1,42.5,7,2009
736,Caetité,19.7,876.3,14.1,42.5,6,2005
737,Caetité,22.6,876.3,14.1,42.5,12,2005
738,Caetité,22.1,876.3,14.1,42.5,9,2001
739,Caetité,22.9,876.3,14.1,42.5,4,2019
740,Caetité,20.9,876.3,14.1,42.5,6,2011
741,Caetité,24.9,876.3,14.1,42.5,10,2010
742,Caetité,21.1,876.3,14.1,42.5,11,1999
743,Caetité,23.5,876.3,14.1,42.5,2,2008
744,Caetité,23.4,876.3,14.1,42.5,3,2015
745,Caetité,22.8,876.3,14.1,42.5,3,2018
746,Caetité,18.5,876.3,14.1,42.5,6,2006
747,Caetité,20.3,876.3,14.1,42.5,5,2009
748,Caetité,24.0,876.3,14.1,42.5,2,2011
749,Caetité,20.1,876.3,14.1,42.5,7,2007
750,Caetité,23.5,876.3,14.1,42.5,2,2015
751,Caetité,21.5,876.3,14.1,42.5,6,2012
752,Caetité,20.4,876.3,14.1,42.5,7,2002
753,Caetité,22.1,876.3,14.1,42.5,12,2016
754,Caetité,22.9,876.3,14.1,42.5,12,2006
755,Caetité,20.0,876.3,14.1,42.5,6,2007
756,Caetité,22.3,876.3,14.1,42.5,7,2019
757,Caetité,21.5,876.3,14.1,42.5,8,2015
758,Caetité,19.2,876.3,14.1,42.5,7,1999
759,Caetité,19.3,876.3,14.1,42.5,6,2004
760,Caetité,21.4,876.3,14.1,42.5,7,2016
761,Caetité,24.1,876.3,14.1,42.5,12,2002
762,Caetité,24.0,876.3,14.1,42.5,9,2009
763,Caetité,19.9,876.3,14.1,42.5,5,2006
764,Caetité,22.1,876.3,14.1,42.5,9,2019
765,Caetité,24.1,876.3,14.1,42.5,2,2013
766,Caetité,22.6,876.3,14.1,42.5,3,1999
767,Caetité,22.4,876.3,14.1,42.5,2,2004
768,Caetité,22.2,876.3,14.1,42.5,5,2016
769,Caetité,23.2,876.3,14.1,42.5,1,2003
770,Caetité,22.0,876.3,14.1,42.5,8,2018
771,Caetité,22.6,876.3,14.1,42.5,11,2015
772,Caetité,22.1,876.3,14.1,42.5,11,2017
773,Caetité,20.4,876.3,14.1,42.5,8,2004
774,Caetité,24.0,876.3,14.1,42.5,3,2003
775,Caetité,22.8,876.3,14.1,42.5,1,2012
776,Caetité,22.3,876.3,14.1,42.5,12,2008
777,Caetité,22.8,876.3,14.1,42.5,2,2005
778,Caetité,21.0,876.3,14.1,42.5,7,2015
779,Caetité,21.7,876.3,14.1,42.5,12,2018
780,Caetité,22.7,876.3,14.1,42.5,9,2012
781,Caetité,23.8,876.3,14.1,42.5,11,2009
782,Caetité,21.5,876.3,14.1,42.5,8,2011
783,Caetité,21.5,876.3,14.1,42.5,4,2006
784,Caetité,23.6,876.3,14.1,42.5,10,2003
785,Caetité,20.5,876.3,14.1,42.5,6,2000
786,Caetité,22.5,876.3,14.1,42.5,12,2014
787,Caetité,22.4,876.3,14.1,42.5,1,2004
788,Caetité,20.2,876.3,14.1,42.5,7,2014
789,Caetité,18.5,876.3,14.1,42.5,7,2004
790,Caetité,20.1,876.3,14.1,42.5,6,2001
791,Caetité,21.8,876.3,14.1,42.5,6,2016
792,Caetité,24.4,876.3,14.1,42.5,11,2007
793,Caetité,23.9,876.3,14.1,42.5,3,2014
794,Caetité,22.9,876.3,14.1,42.5,1,1999
795,Caetité,22.7,876.3,14.1,42.5,1,2014
796,Caetité,23.5,876.3,14.1,42.5,10,2002
797,Caetité,23.6,876.3,14.1,42.5,4,2014
798,Caetité,24.1,876.3,14.1,42.5,10,2008
799,Caetité,21.7,876.3,14.1,42.5,5,2000
800,Caetité,23.4,876.3,14.1,42.5,11,2010
801,Caetité,24.7,876.3,14.1,42.5,12,2012
802,Caetité,22.3,876.3,14.1,42.5,12,2015
803,Caetité,20.7,876.3,14.1,42.5,8,2006
804,Caetité,20.9,876.3,14.1,42.5,8,2013
805,Caetité,23.2,876.3,14.1,42.5,2,2017
806,Caetité,22.4,876.3,14.1,42.5,9,2005
807,Caetité,22.6,876.3,14.1,42.5,10,2006
808,Caetité,22.2,876.3,14.1,42.5,10,2017
809,Caetité,21.9,876.3,14.1,42.5,5,2003
810,Caetité,24.1,876.3,14.1,42.5,10,2012
811,Caetité,22.0,876.3,14.1,42.5,11,2019
812,Caetité,22.5,876.3,14.1,42.5,5,2013
813,Caetité,23.3,876.3,14.1,42.5,11,2001
814,Caetité,22.9,876.3,14.1,42.5,9,2014
815,Caetité,20.7,876.3,14.1,42.5,8,2003
816,Caetité,20.5,876.3,14.1,42.5,7,2013
817,Caetité,21.8,876.3,14.1,42.5,1,2001
818,Caetité,22.1,876.3,14.1,42.5,4,1999
819,Caetité,21.8,876.3,14.1,42.5,9,2010
820,Caetité,24.1,876.3,14.1,42.5,4,2013
821,Caetité,22.6,876.3,14.1,42.5,2,2002
822,Caetité,20.4,876.3,14.1,42.5,8,2005
823,Caetité,23.0,876.3,14.1,42.5,3,2011
824,Caetité,22.0,876.3,14.1,42.5,11,2018
825,Caetité,23.2,876.3,14.1,42.5,2,2014
826,Caetité,23.4,876.3,14.1,42.5,10,2013
827,Caetité,21.1,876.3,14.1,42.5,5,2011
828,Caetité,21.2,876.3,14.1,42.5,9,2011
829,Caetité,23.3,876.3,14.1,42.5,10,2014
830,Caetité,22.7,876.3,14.1,42.5,10,2015
831,Caetité,19.9,876.3,14.1,42.5,7,2001
832,Caetité,21.4,876.3,14.1,42.5,6,2013
833,Caetité,22.7,876.3,14.1,42.5,5,2001
834,Caetité,23.7,876.3,14.1,42.5,10,2009
835,Caetité,22.7,876.3,14.1,42.5,4,2002
836,Caetité,23.3,876.3,14.1,42.5,4,2003
837,Caetité,23.0,876.3,14.1,42.5,1,2005
838,Caetité,22.7,876.3,14.1,42.5,1,2000
839,Caetité,23.2,876.3,14.1,42.5,3,2016
840,Caetité,19.5,876.3,14.1,42.5,8,2000
841,Caetité,25.2,876.3,14.1,42.5,2,2006
842,Caetité,22.0,876.3,14.1,42.5,10,2018
843,Caetité,22.1,876.3,14.1,42.5,2,2007
844,Caetité,22.2,876.3,14.1,42.5,8,2019
845,Caetité,21.9,876.3,14.1,42.5,6,2017
846,Caetité,22.1,876.3,14.1,42.5,11,2006
847,Caetité,19.5,876.3,14.1,42.5,7,2000
848,Caetité,22.5,876.3,14.1,42.5,6,2018
849,Caetité,22.7,876.3,14.1,42.5,10,2001
850,Caetité,23.0,876.3,14.1,42.5,1,2009
851,Caetité,20.4,876.3,14.1,42.5,7,2012
852,Caetité,21.4,876.3,14.1,42.5,12,1999
853,Caetité,23.1,876.3,14.1,42.5,1,2018
854,Caetité,19.0,876.3,14.1,42.5,7,2008
855,Caetité,23.6,876.3,14.1,42.5,10,2007
856,Caetité,22.0,876.3,14.1,42.5,9,2016
857,Caetité,23.1,876.3,14.1,42.5,10,2004
858,Caetité,23.0,876.3,14.1,42.5,3,2005
859,Caetité,22.1,876.3,14.1,42.5,9,2018
860,Caetité,22.8,876.3,14.1,42.5,3,2001
861,Caetité,24.0,876.3,14.1,42.5,11,2013
862,Caetité,19.9,876.3,14.1,42.5,6,2009
863,Caetité,22.8,876.3,14.1,42.5,3,2002
864,Caetité,21.6,876.3,14.1,42.5,9,2004
865,Caetité,20.9,876.3,14.1,42.5,8,2014
866,Caetité,22.8,876.3,14.1,42.5,12,2001
867,Caetité,23.4,876.3,14.1,42.5,11,2002
868,Caetité,23.3,876.3,14.1,42.5,2,2000
869,Caetité,22.1,876.3,14.1,42.5,9,2017
870,Caetité,22.0,876.3,14.1,42.5,7,2018
871,Caetité,24.4,876.3,14.1,42.5,3,2009
872,Caetité,23.7,876.3,14.1,42.5,2,2003
873,Caetité,22.7,876.3,14.1,42.5,4,2008
874,Caetité,21.2,876.3,14.1,42.5,3,2004
875,Caetité,19.1,876.3,14.1,42.5,7,2005
876,Caetité,23.7,876.3,14.1,42.5,1,2016
877,Caetité,23.6,876.3,14.1,42.5,2,2016
878,Caetité,19.6,876.3,14.1,42.5,8,2001
879,Caetité,23.0,876.3,14.1,42.5,3,2006
880,Caetité,22.0,876.3,14.1,42.5,4,2009
881,Caetité,19.9,876.3,14.1,42.5,8,2010
882,Caetité,21.0,876.3,14.1,42.5,5,2005
883,Caetité,22.5,876.3,14.1,42.5,11,2000
884,Caetité,22.9,876.3,14.1,42.5,3,2000
885,Caravelas,26.5,6.1,17.7,39.3,12,2019
886,Caravelas,25.5,6.1,17.7,39.3,12,2017
887,Caravelas,27.4,6.1,17.7,39.3,12,2015
888,Caravelas,24.8,6.1,17.7,39.3,5,2001
889,Caravelas,22.9,6.1,17.7,39.3,9,2019
890,Caravelas,26.6,6.1,17.7,39.3,3,2002
891,Caravelas,23.4,6.1,17.7,39.3,9,2004
892,Caravelas,22.6,6.1,17.7,39.3,9,2017
893,Caravelas,22.8,6.1,17.7,39.3,8,2001
894,Caravelas,25.3,6.1,17.7,39.3,11,2006
895,Caravelas,27.0,6.1,17.7,39.3,2,2006
896,Caravelas,26.9,6.1,17.7,39.3,12,2009
897,Caravelas,23.5,6.1,17.7,39.3,8,2002
898,Caravelas,27.6,6.1,17.7,39.3,2,2016
899,Caravelas,23.9,6.1,17.7,39.3,5,2000
900,Caravelas,23.0,6.1,17.7,39.3,7,2016
901,Caravelas,26.6,6.1,17.7,39.3,1,2011
902,Caravelas,24.2,6.1,17.7,39.3,10,2007
903,Caravelas,24.4,6.1,17.7,39.3,5,2009
904,Caravelas,21.8,6.1,17.7,39.3,7,2017
905,Caravelas,24.7,6.1,17.7,39.3,2,2000
906,Caravelas,25.7,6.1,17.7,39.3,4,2001
907,Caravelas,27.1,6.1,17.7,39.3,2,2003
908,Caravelas,23.6,6.1,17.7,39.3,9,2003
909,Caravelas,23.5,6.1,17.7,39.3,6,2012
910,Caravelas,27.9,6.1,17.7,39.3,2,2019
911,Caravelas,26.4,6.1,17.7,39.3,4,2003
912,Caravelas,23.9,6.1,17.7,39.3,5,2018
913,Caravelas,23.0,6.1,17.7,39.3,6,2009
914,Caravelas,26.2,6.1,17.7,39.3,12,2006
915,Caravelas,27.1,6.1,17.7,39.3,1,2003
916,Caravelas,25.9,6.1,17.7,39.3,12,2000
917,Caravelas,24.9,6.1,17.7,39.3,10,2016
918,Caravelas,24.2,6.1,17.7,39.3,10,2019
919,Caravelas,22.7,6.1,17.7,39.3,7,2014
920,Caravelas,26.2,6.1,17.7,39.3,4,2009
921,Caravelas,21.8,6.1,17.7,39.3,8,2019
