CIDADE,TEMPERATURA MÉDIA,ALT(M),LAT (º DEC.),LONG (ºdec),MÊS,ANO,,,,,
BARRA,"29,1","407,5","11,1","43,1",10,2010,,,,,
BARRA,"28,2","407,5","11,1","43,1",11,2010,,,,,
BARRA,"26,7","407,5","11,1","43,1",12,2010,,,,,
BARRA,"26,6","407,5","11,1","43,1",1,2011,,,,,
BARRA,"27,0","407,5","11,1","43,1",2,2011,,,,,
BARRA,"25,9","407,5","11,1","43,1",3,2011,,,,,
BARRA,"26,1","407,5","11,1","43,1",4,2011,,,,,
BARRA,"25,7","407,5","11,1","43,1",5,2011,,,,,
BARRA,"25,1","407,5","11,1","43,1",6,2011,,,,,
BARRA,"24,0","407,5","11,1","43,1",7,2011,,,,,
BARRA,"25,9","407,5","11,1","43,1",8,2011,,,,,
BARRA,"26,4","407,5","11,1","43,1",9,2011,,,,,
BARRA,"28,2","407,5","11,1","43,1",10,2011,,,,,
BARRA,"26,8","407,5","11,1","43,1",11,2011,,,,,
BARRA,"27,5","407,5","11,1","43,1",12,2011,,,,,
BARRA,"28,0","407,5","11,1","43,1",1,2012,,,,,
BARRA,"27,3","407,5","11,1","43,1",2,2012,,,,,
BARRA,"29,0","407,5","11,1","43,1",3,2012,,,,,
BARRA,"28,6","407,5","11,1","43,1",4,2012,,,,,
BARRA,"27,4","407,5","11,1","43,1",5,2012,,,,,
BARRA,"26,5","407,5","11,1","43,1",6,2012,,,,,
BARRA,"25,2","407,5","11,1","43,1",7,2012,,,,,
BARRA,"25,1","407,5","11,1","43,1",8,2012,,,,,
BARRA,"27,7","407,5","11,1","43,1",9,2012,,,,,
BARRA,"29,4","407,5","11,1","43,1",10,2012,,,,,
BARRA,"27,2","407,5","11,1","43,1",11,2012,,,,,
BARRA,"28,7","407,5","11,1","43,1",12,2012,,,,,
BARRA,"27,6","407,5","11,1","43,1",1,2013,,,,,
BARRA,"29,6","407,5","11,1","43,1",2,2013,,,,,
BARRA,"28,6","407,5","11,1","43,1",3,2013,,,,,
BARRA,"27,9","407,5","11,1","43,1",4,2013,,,,,
BARRA,"27,9","407,5","11,1","43,1",5,2013,,,,,
BARRA,"26,8","407,5","11,1","43,1",6,2013,,,,,
BARRA,"25,9","407,5","11,1","43,1",7,2013,,,,,
BARRA,"26,5","407,5","11,1","43,1",8,2013,,,,,
BARRA,"28,5","407,5","11,1","43,1",9,2013,,,,,
BARRA,"29,3","407,5","11,1","43,1",10,2013,,,,,
BARRA,"28,5","407,5","11,1","43,1",11,2013,,,,,
BARRA,"25,9","407,5","11,1","43,1",12,2013,,,,,
BARRA,"27,6","407,5","11,1","43,1",1,2014,,,,,
BARRA,"27,1","407,5","11,1","43,1",2,2014,,,,,
BARRA,"27,5","407,5","11,1","43,1",3,2014,,,,,
BARRA,"26,7","407,5","11,1","43,1",4,2014,,,,,
BARRA,"26,2","407,5","11,1","43,1",5,2014,,,,,
BARRA,"25,3","407,5","11,1","43,1",6,2014,,,,,
BARRA,"25,3","407,5","11,1","43,1",7,2014,,,,,
BARRA,"26,1","407,5","11,1","43,1",8,2014,,,,,
BARRA,"28,2","407,5","11,1","43,1",9,2014,,,,,
BARRA,"28,8","407,5","11,1","43,1",10,2014,,,,,
BARRA,"28,0","407,5","11,1","43,1",11,2014,,,,,
BARRA,"26,8","407,5","11,1","43,1",12,2014,,,,,
BARRA,"28,7","407,5","11,1","43,1",1,2015,,,,,
BARRA,"27,1","407,5","11,1","43,1",2,2015,,,,,
BARRA,"27,5","407,5","11,1","43,1",3,2015,,,,,
BARRA,"27,9","407,5","11,1","43,1",4,2015,,,,,
BARRA,"26,7","407,5","11,1","43,1",5,2015,,,,,
BARRA,"26,0","407,5","11,1","43,1",6,2015,,,,,
BARRA,"26,0","407,5","11,1","43,1",7,2015,,,,,
BARRA,"26,3","407,5","11,1","43,1",8,2015,,,,,
BARRA,"29,1","407,5","11,1","43,1",9,2015,,,,,
BARRA,"30,2","407,5","11,1","43,1",10,2015,,,,,
BARRA,"30,6","407,5","11,1","43,1",11,2015,,,,,
BARRA,"28,2","407,5","11,1","43,1",12,2015,,,,,
BARRA,"26,2","407,5","11,1","43,1",1,2016,,,,,
BARRA,"27,8","407,5","11,1","43,1",2,2016,,,,,
BARRA,"27,9","407,5","11,1","43,1",3,2016,,,,,
BARRA,"28,6","407,5","11,1","43,1",4,2016,,,,,
BARRA,"27,7","407,5","11,1","43,1",5,2016,,,,,
BARRA,"26,7","407,5","11,1","43,1",6,2016,,,,,
BARRA,"25,5","407,5","11,1","43,1",7,2016,,,,,
BARRA,"27,2","407,5","11,1","43,1",8,2016,,,,,
BARRA,"28,2","407,5","11,1","43,1",9,2016,,,,,
BARRA,"29,4","407,5","11,1","43,1",10,2016,,,,,
BARRA,"28,3","407,5","11,1","43,1",11,2016,,,,,
BARRA,"28,4","407,5","11,1","43,1",12,2016,,,,,
BARRA,"29,5","407,5","11,1","43,1",1,2017,,,,,
BARRA,"27,8","407,5","11,1","43,1",2,2017,,,,,
BARRA,"27,5","407,5","11,1","43,1",3,2017,,,,,
BARRA,"27,7","407,5","11,1","43,1",4,2017,,,,,
BARRA,"28,0","407,5","11,1","43,1",5,2017,,,,,
BARRA,"26,6","407,5","11,1","43,1",6,2017,,,,,
BARRA,"24,5","407,5","11,1","43,1",7,2017,,,,,
BARRA,"26,7","407,5","11,1","43,1",8,2017,,,,,
BARRA,"27,2","407,5","11,1","43,1",9,2017,,,,,
BARRA,"30,0","407,5","11,1","43,1",10,2017,,,,,
BARRA,"28,5","407,5","11,1","43,1",11,2017,,,,,
BARRA,"28,2","407,5","11,1","43,1",12,2017,,,,,
BARRA,"28,8","407,5","11,1","43,1",1,2018,,,,,
BARRA,"26,7","407,5","11,1","43,1",2,2018,,,,,
BARRA,"26,9","407,5","11,1","43,1",3,2018,,,,,
BARRA,"27,0","407,5","11,1","43,1",4,2018,,,,,
BARRA,"27,0","407,5","11,1","43,1",5,2018,,,,,
BARRA,"26,0","407,5","11,1","43,1",6,2018,,,,,
BARRA,"25,3","407,5","11,1","43,1",7,2018,,,,,
BARRA,"27,5","407,5","11,1","43,1",8,2018,,,,,
BARRA,"29,1","407,5","11,1","43,1",9,2018,,,,,
BARRA,"30,2","407,5","11,1","43,1",10,2018,,,,,
BARRA,"29,6","407,5","11,1","43,1",11,2018,,,,,
BARRA,"28,7","407,5","11,1","43,1",12,2018,,,,,
BARRA,"27,8","407,5","11,1","43,1",1,2019,,,,,
BARRA,"27,0","407,5","11,1","43,1",2,2019,,,,,
BARRA,"26,7","407,5","11,1","43,1",3,2019,,,,,
BARRA,"26,7","407,5","11,1","43,1",4,2019,,,,,
BARRA,"26,6","407,5","11,1","43,1",5,2019,,,,,
BARRA,"26,4","407,5","11,1","43,1",6,2019,,,,,
BARRA,"26,6","407,5","11,1","43,1",7,2019,,,,,
BARRA,"27,8","407,5","11,1","43,1",8,2019,,,,,
BARRA,"29,0","407,5","11,1","43,1",9,2019,,,,,
BARRA,"29,6","407,5","11,1","43,1",10,2019,,,,,
BARRA,"29,6","407,5","11,1","43,1",11,2019,,,,,
BARRA,"28,8","407,5","11,1","43,1",12,2019,,,,,
BARREIRAS,"25,8","447,5","12,2","45,0",1,1999,,,,,
BARREIRAS,"25,5","447,5","12,2","45,0",2,1999,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",3,1999,,,,,
BARREIRAS,"26,7","447,5","12,2","45,0",4,1999,,,,,
BARREIRAS,"22,5","447,5","12,2","45,0",5,1999,,,,,
BARREIRAS,"22,2","447,5","12,2","45,0",6,1999,,,,,
BARREIRAS,"22,9","447,5","12,2","45,0",7,1999,,,,,
BARREIRAS,"24,1","447,5","12,2","45,0",8,1999,,,,,
BARREIRAS,"26,0","447,5","12,2","45,0",9,1999,,,,,
BARREIRAS,"26,4","447,5","12,2","45,0",10,1999,,,,,
BARREIRAS,"24,9","447,5","12,2","45,0",11,1999,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",12,1999,,,,,
BARREIRAS,"24,8","447,5","12,2","45,0",1,2000,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",2,2000,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",3,2000,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",4,2000,,,,,
BARREIRAS,"23,3","447,5","12,2","45,0",5,2000,,,,,
BARREIRAS,"22,3","447,5","12,2","45,0",6,2000,,,,,
BARREIRAS,"22,7","447,5","12,2","45,0",7,2000,,,,,
BARREIRAS,"24,1","447,5","12,2","45,0",8,2000,,,,,
BARREIRAS,"26,5","447,5","12,2","45,0",9,2000,,,,,
BARREIRAS,"27,3","447,5","12,2","45,0",10,2000,,,,,
BARREIRAS,"25,0","447,5","12,2","45,0",11,2000,,,,,
BARREIRAS,"24,9","447,5","12,2","45,0",12,2000,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",1,2001,,,,,
BARREIRAS,"25,7","447,5","12,2","45,0",2,2001,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",3,2001,,,,,
BARREIRAS,"25,2","447,5","12,2","45,0",4,2001,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",5,2001,,,,,
BARREIRAS,"23,3","447,5","12,2","45,0",6,2001,,,,,
BARREIRAS,"23,1","447,5","12,2","45,0",7,2001,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",8,2001,,,,,
BARREIRAS,"27,2","447,5","12,2","45,0",9,2001,,,,,
BARREIRAS,"26,6","447,5","12,2","45,0",10,2001,,,,,
BARREIRAS,"25,7","447,5","12,2","45,0",11,2001,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",12,2001,,,,,
BARREIRAS,"24,9","447,5","12,2","45,0",1,2002,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",2,2002,,,,,
BARREIRAS,"26,1","447,5","12,2","45,0",3,2002,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",4,2002,,,,,
BARREIRAS,"24,2","447,5","12,2","45,0",5,2002,,,,,
BARREIRAS,"23,2","447,5","12,2","45,0",6,2002,,,,,
BARREIRAS,"23,8","447,5","12,2","45,0",7,2002,,,,,
BARREIRAS,"24,8","447,5","12,2","45,0",8,2002,,,,,
BARREIRAS,"26,5","447,5","12,2","45,0",9,2002,,,,,
BARREIRAS,"28,5","447,5","12,2","45,0",10,2002,,,,,
BARREIRAS,"27,1","447,5","12,2","45,0",11,2002,,,,,
BARREIRAS,"26,3","447,5","12,2","45,0",12,2002,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",1,2003,,,,,
BARREIRAS,"25,0","447,5","12,2","45,0",2,2003,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",3,2003,,,,,
BARREIRAS,"25,4","447,5","12,2","45,0",4,2003,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",5,2003,,,,,
BARREIRAS,"22,4","447,5","12,2","45,0",6,2003,,,,,
BARREIRAS,"21,9","447,5","12,2","45,0",7,2003,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",8,2003,,,,,
BARREIRAS,"27,6","447,5","12,2","45,0",9,2003,,,,,
BARREIRAS,"27,9","447,5","12,2","45,0",10,2003,,,,,
BARREIRAS,"26,3","447,5","12,2","45,0",11,2003,,,,,
BARREIRAS,"27,0","447,5","12,2","45,0",12,2003,,,,,
BARREIRAS,"25,0","447,5","12,2","45,0",1,2004,,,,,
BARREIRAS,"24,9","447,5","12,2","45,0",2,2004,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",3,2004,,,,,
BARREIRAS,"25,0","447,5","12,2","45,0",4,2004,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",5,2004,,,,,
BARREIRAS,"23,0","447,5","12,2","45,0",6,2004,,,,,
BARREIRAS,"22,5","447,5","12,2","45,0",7,2004,,,,,
BARREIRAS,"23,9","447,5","12,2","45,0",8,2004,,,,,
BARREIRAS,"26,2","447,5","12,2","45,0",9,2004,,,,,
BARREIRAS,"27,9","447,5","12,2","45,0",10,2004,,,,,
BARREIRAS,"27,1","447,5","12,2","45,0",11,2004,,,,,
BARREIRAS,"25,9","447,5","12,2","45,0",12,2004,,,,,
BARREIRAS,"25,7","447,5","12,2","45,0",1,2005,,,,,
BARREIRAS,"25,6","447,5","12,2","45,0",2,2005,,,,,
BARREIRAS,"25,5","447,5","12,2","45,0",3,2005,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",4,2005,,,,,
BARREIRAS,"23,9","447,5","12,2","45,0",5,2005,,,,,
BARREIRAS,"23,2","447,5","12,2","45,0",6,2005,,,,,
BARREIRAS,"22,6","447,5","12,2","45,0",7,2005,,,,,
BARREIRAS,"24,4","447,5","12,2","45,0",8,2005,,,,,
BARREIRAS,"27,2","447,5","12,2","45,0",9,2005,,,,,
BARREIRAS,"28,6","447,5","12,2","45,0",10,2005,,,,,
BARREIRAS,"27,1","447,5","12,2","45,0",11,2005,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",12,2005,,,,,
BARREIRAS,"26,2","447,5","12,2","45,0",1,2006,,,,,
BARREIRAS,"25,6","447,5","12,2","45,0",2,2006,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",3,2006,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",4,2006,,,,,
BARREIRAS,"23,4","447,5","12,2","45,0",5,2006,,,,,
BARREIRAS,"21,4","447,5","12,2","45,0",6,2006,,,,,
BARREIRAS,"21,8","447,5","12,2","45,0",7,2006,,,,,
BARREIRAS,"23,9","447,5","12,2","45,0",8,2006,,,,,
BARREIRAS,"26,7","447,5","12,2","45,0",9,2006,,,,,
BARREIRAS,"27,0","447,5","12,2","45,0",10,2006,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",11,2006,,,,,
BARREIRAS,"26,1","447,5","12,2","45,0",12,2006,,,,,
BARREIRAS,"26,4","447,5","12,2","45,0",1,2007,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",2,2007,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",3,2007,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",4,2007,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",5,2007,,,,,
BARREIRAS,"22,9","447,5","12,2","45,0",6,2007,,,,,
BARREIRAS,"23,4","447,5","12,2","45,0",7,2007,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",8,2007,,,,,
BARREIRAS,"26,5","447,5","12,2","45,0",9,2007,,,,,
BARREIRAS,"28,7","447,5","12,2","45,0",10,2007,,,,,
BARREIRAS,"28,4","447,5","12,2","45,0",11,2007,,,,,
BARREIRAS,"26,4","447,5","12,2","45,0",12,2007,,,,,
BARREIRAS,"25,6","447,5","12,2","45,0",1,2008,,,,,
BARREIRAS,"25,2","447,5","12,2","45,0",2,2008,,,,,
BARREIRAS,"24,4","447,5","12,2","45,0",3,2008,,,,,
BARREIRAS,"24,4","447,5","12,2","45,0",4,2008,,,,,
BARREIRAS,"23,6","447,5","12,2","45,0",5,2008,,,,,
BARREIRAS,"22,0","447,5","12,2","45,0",6,2008,,,,,
BARREIRAS,"21,7","447,5","12,2","45,0",7,2008,,,,,
BARREIRAS,"24,0","447,5","12,2","45,0",8,2008,,,,,
BARREIRAS,"26,4","447,5","12,2","45,0",9,2008,,,,,
BARREIRAS,"28,5","447,5","12,2","45,0",10,2008,,,,,
BARREIRAS,"26,7","447,5","12,2","45,0",11,2008,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",12,2008,,,,,
BARREIRAS,"25,5","447,5","12,2","45,0",1,2009,,,,,
BARREIRAS,"25,4","447,5","12,2","45,0",2,2009,,,,,
BARREIRAS,"25,7","447,5","12,2","45,0",3,2009,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",4,2009,,,,,
BARREIRAS,"23,7","447,5","12,2","45,0",5,2009,,,,,
BARREIRAS,"22,6","447,5","12,2","45,0",6,2009,,,,,
BARREIRAS,"22,2","447,5","12,2","45,0",7,2009,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",8,2009,,,,,
BARREIRAS,"27,7","447,5","12,2","45,0",9,2009,,,,,
BARREIRAS,"26,6","447,5","12,2","45,0",10,2009,,,,,
BARREIRAS,"25,7","447,5","12,2","45,0",11,2009,,,,,
BARREIRAS,"25,0","447,5","12,2","45,0",12,2009,,,,,
BARREIRAS,"24,9","447,5","12,2","45,0",1,2010,,,,,
BARREIRAS,"25,8","447,5","12,2","45,0",2,2010,,,,,
BARREIRAS,"25,4","447,5","12,2","45,0",3,2010,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",4,2010,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",5,2010,,,,,
BARREIRAS,"23,1","447,5","12,2","45,0",6,2010,,,,,
BARREIRAS,"23,6","447,5","12,2","45,0",7,2010,,,,,
BARREIRAS,"23,7","447,5","12,2","45,0",8,2010,,,,,
BARREIRAS,"26,5","447,5","12,2","45,0",9,2010,,,,,
BARREIRAS,"28,3","447,5","12,2","45,0",10,2010,,,,,
BARREIRAS,"26,1","447,5","12,2","45,0",11,2010,,,,,
BARREIRAS,"25,2","447,5","12,2","45,0",12,2010,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",1,2011,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",2,2011,,,,,
BARREIRAS,"24,8","447,5","12,2","45,0",3,2011,,,,,
BARREIRAS,"24,9","447,5","12,2","45,0",4,2011,,,,,
BARREIRAS,"23,8","447,5","12,2","45,0",5,2011,,,,,
BARREIRAS,"22,6","447,5","12,2","45,0",6,2011,,,,,
BARREIRAS,"22,3","447,5","12,2","45,0",7,2011,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",8,2011,,,,,
BARREIRAS,"25,8","447,5","12,2","45,0",9,2011,,,,,
BARREIRAS,"27,0","447,5","12,2","45,0",10,2011,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",11,2011,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",12,2011,,,,,
BARREIRAS,"24,9","447,5","12,2","45,0",1,2012,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",2,2012,,,,,
BARREIRAS,"26,2","447,5","12,2","45,0",3,2012,,,,,
BARREIRAS,"26,3","447,5","12,2","45,0",4,2012,,,,,
BARREIRAS,"25,6","447,5","12,2","45,0",5,2012,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",6,2012,,,,,
BARREIRAS,"23,6","447,5","12,2","45,0",7,2012,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",8,2012,,,,,
BARREIRAS,"27,2","447,5","12,2","45,0",9,2012,,,,,
BARREIRAS,"28,8","447,5","12,2","45,0",10,2012,,,,,
BARREIRAS,"25,2","447,5","12,2","45,0",11,2012,,,,,
BARREIRAS,"26,7","447,5","12,2","45,0",12,2012,,,,,
BARREIRAS,"25,6","447,5","12,2","45,0",1,2013,,,,,
BARREIRAS,"26,3","447,5","12,2","45,0",2,2013,,,,,
BARREIRAS,"26,3","447,5","12,2","45,0",3,2013,,,,,
BARREIRAS,"25,5","447,5","12,2","45,0",4,2013,,,,,
BARREIRAS,"25,2","447,5","12,2","45,0",5,2013,,,,,
BARREIRAS,"24,6","447,5","12,2","45,0",6,2013,,,,,
BARREIRAS,"24,2","447,5","12,2","45,0",7,2013,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",8,2013,,,,,
BARREIRAS,"28,0","447,5","12,2","45,0",9,2013,,,,,
BARREIRAS,"28,5","447,5","12,2","45,0",10,2013,,,,,
BARREIRAS,"26,7","447,5","12,2","45,0",11,2013,,,,,
BARREIRAS,"25,0","447,5","12,2","45,0",12,2013,,,,,
BARREIRAS,"26,2","447,5","12,2","45,0",1,2014,,,,,
BARREIRAS,"25,5","447,5","12,2","45,0",2,2014,,,,,
BARREIRAS,"25,5","447,5","12,2","45,0",3,2014,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",4,2014,,,,,
BARREIRAS,"24,9","447,5","12,2","45,0",5,2014,,,,,
BARREIRAS,"23,6","447,5","12,2","45,0",6,2014,,,,,
BARREIRAS,"24,2","447,5","12,2","45,0",7,2014,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",8,2014,,,,,
BARREIRAS,"27,6","447,5","12,2","45,0",9,2014,,,,,
BARREIRAS,"28,6","447,5","12,2","45,0",10,2014,,,,,
BARREIRAS,"27,5","447,5","12,2","45,0",11,2014,,,,,
BARREIRAS,"25,8","447,5","12,2","45,0",12,2014,,,,,
BARREIRAS,"26,6","447,5","12,2","45,0",1,2015,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",2,2015,,,,,
BARREIRAS,"25,9","447,5","12,2","45,0",3,2015,,,,,
BARREIRAS,"25,8","447,5","12,2","45,0",4,2015,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",5,2015,,,,,
BARREIRAS,"23,6","447,5","12,2","45,0",6,2015,,,,,
BARREIRAS,"24,4","447,5","12,2","45,0",7,2015,,,,,
BARREIRAS,"24,8","447,5","12,2","45,0",8,2015,,,,,
BARREIRAS,"27,6","447,5","12,2","45,0",9,2015,,,,,
BARREIRAS,"28,8","447,5","12,2","45,0",10,2015,,,,,
BARREIRAS,"28,6","447,5","12,2","45,0",11,2015,,,,,
BARREIRAS,"28,0","447,5","12,2","45,0",12,2015,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",1,2016,,,,,
BARREIRAS,"26,9","447,5","12,2","45,0",2,2016,,,,,
BARREIRAS,"27,1","447,5","12,2","45,0",3,2016,,,,,
BARREIRAS,"26,5","447,5","12,2","45,0",4,2016,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",5,2016,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",6,2016,,,,,
BARREIRAS,"23,8","447,5","12,2","45,0",7,2016,,,,,
BARREIRAS,"25,8","447,5","12,2","45,0",8,2016,,,,,
BARREIRAS,"27,4","447,5","12,2","45,0",9,2016,,,,,
BARREIRAS,"27,8","447,5","12,2","45,0",10,2016,,,,,
BARREIRAS,"26,8","447,5","12,2","45,0",11,2016,,,,,
BARREIRAS,"26,3","447,5","12,2","45,0",12,2016,,,,,
BARREIRAS,"27,2","447,5","12,2","45,0",1,2017,,,,,
BARREIRAS,"25,4","447,5","12,2","45,0",2,2017,,,,,
BARREIRAS,"25,8","447,5","12,2","45,0",3,2017,,,,,
BARREIRAS,"25,6","447,5","12,2","45,0",4,2017,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",5,2017,,,,,
BARREIRAS,"24,0","447,5","12,2","45,0",6,2017,,,,,
BARREIRAS,"22,9","447,5","12,2","45,0",7,2017,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",8,2017,,,,,
BARREIRAS,"26,9","447,5","12,2","45,0",9,2017,,,,,
BARREIRAS,"29,8","447,5","12,2","45,0",10,2017,,,,,
BARREIRAS,"27,2","447,5","12,2","45,0",11,2017,,,,,
BARREIRAS,"26,0","447,5","12,2","45,0",12,2017,,,,,
BARREIRAS,"26,4","447,5","12,2","45,0",1,2018,,,,,
BARREIRAS,"25,0","447,5","12,2","45,0",2,2018,,,,,
BARREIRAS,"25,1","447,5","12,2","45,0",3,2018,,,,,
BARREIRAS,"24,7","447,5","12,2","45,0",4,2018,,,,,
BARREIRAS,"24,2","447,5","12,2","45,0",5,2018,,,,,
BARREIRAS,"22,6","447,5","12,2","45,0",6,2018,,,,,
BARREIRAS,"22,2","447,5","12,2","45,0",7,2018,,,,,
BARREIRAS,"25,3","447,5","12,2","45,0",8,2018,,,,,
BARREIRAS,"27,6","447,5","12,2","45,0",9,2018,,,,,
BARREIRAS,"28,5","447,5","12,2","45,0",10,2018,,,,,
BARREIRAS,"26,5","447,5","12,2","45,0",11,2018,,,,,
BARREIRAS,"24,8","447,5","12,2","45,0",12,2018,,,,,
BARREIRAS,"26,6","447,5","12,2","45,0",1,2019,,,,,
BARREIRAS,"25,8","447,5","12,2","45,0",2,2019,,,,,
BARREIRAS,"25,7","447,5","12,2","45,0",3,2019,,,,,
BARREIRAS,"25,6","447,5","12,2","45,0",4,2019,,,,,
BARREIRAS,"25,0","447,5","12,2","45,0",5,2019,,,,,
BARREIRAS,"23,3","447,5","12,2","45,0",6,2019,,,,,
BARREIRAS,"22,6","447,5","12,2","45,0",7,2019,,,,,
BARREIRAS,"24,5","447,5","12,2","45,0",8,2019,,,,,
BARREIRAS,"27,4","447,5","12,2","45,0",9,2019,,,,,
BARREIRAS,"28,6","447,5","12,2","45,0",10,2019,,,,,
BARREIRAS,"28,6","447,5","12,2","45,0",11,2019,,,,,
BARREIRAS,"28,0","447,5","12,2","45,0",12,2019,,,,,
BOM JESUS DA LAPA,"26,5","447,8","13,3","43,4",1,1999,,,,,
BOM JESUS DA LAPA,"26,5","447,8","13,3","43,4",2,1999,,,,,
BOM JESUS DA LAPA,"25,5","447,8","13,3","43,4",3,1999,,,,,
BOM JESUS DA LAPA,"25,9","447,8","13,3","43,4",4,1999,,,,,
BOM JESUS DA LAPA,"25,5","447,8","13,3","43,4",5,1999,,,,,
BOM JESUS DA LAPA,"25,1","447,8","13,3","43,4",6,1999,,,,,
BOM JESUS DA LAPA,"24,2","447,8","13,3","43,4",7,1999,,,,,
BOM JESUS DA LAPA,"24,7","447,8","13,3","43,4",8,1999,,,,,
BOM JESUS DA LAPA,"26,6","447,8","13,3","43,4",9,1999,,,,,
BOM JESUS DA LAPA,"26,8","447,8","13,3","43,4",10,1999,,,,,
BOM JESUS DA LAPA,"24,9","447,8","13,3","43,4",11,1999,,,,,
BOM JESUS DA LAPA,"24,9","447,8","13,3","43,4",12,1999,,,,,
BOM JESUS DA LAPA,"25,5","447,8","13,3","43,4",1,2000,,,,,
BOM JESUS DA LAPA,"25,6","447,8","13,3","43,4",2,2000,,,,,
BOM JESUS DA LAPA,"25,3","447,8","13,3","43,4",3,2000,,,,,
BOM JESUS DA LAPA,"26,1","447,8","13,3","43,4",4,2000,,,,,
BOM JESUS DA LAPA,"25,5","447,8","13,3","43,4",5,2000,,,,,
BOM JESUS DA LAPA,"24,6","447,8","13,3","43,4",6,2000,,,,,
BOM JESUS DA LAPA,"24,4","447,8","13,3","43,4",7,2000,,,,,
BOM JESUS DA LAPA,"26,0","447,8","13,3","43,4",8,2000,,,,,
BOM JESUS DA LAPA,"26,7","447,8","13,3","43,4",9,2000,,,,,
BOM JESUS DA LAPA,"28,2","447,8","13,3","43,4",10,2000,,,,,
BOM JESUS DA LAPA,"25,9","447,8","13,3","43,4",11,2000,,,,,
BOM JESUS DA LAPA,"24,8","447,8","13,3","43,4",12,2000,,,,,
BOM JESUS DA LAPA,"25,5","447,8","13,3","43,4",1,2001,,,,,
BOM JESUS DA LAPA,"26,6","447,8","13,3","43,4",2,2001,,,,,
BOM JESUS DA LAPA,"25,9","447,8","13,3","43,4",3,2001,,,,,
BOM JESUS DA LAPA,"26,5","447,8","13,3","43,4",4,2001,,,,,
BOM JESUS DA LAPA,"26,6","447,8","13,3","43,4",5,2001,,,,,
BOM JESUS DA LAPA,"24,6","447,8","13,3","43,4",6,2001,,,,,
BOM JESUS DA LAPA,"24,6","447,8","13,3","43,4",7,2001,,,,,
BOM JESUS DA LAPA,"25,0","447,8","13,3","43,4",8,2001,,,,,
BOM JESUS DA LAPA,"27,5","447,8","13,3","43,4",9,2001,,,,,
BOM JESUS DA LAPA,"27,3","447,8","13,3","43,4",10,2001,,,,,
BOM JESUS DA LAPA,"27,4","447,8","13,3","43,4",11,2001,,,,,
BOM JESUS DA LAPA,"26,1","447,8","13,3","43,4",12,2001,,,,,
BOM JESUS DA LAPA,"25,4","447,8","13,3","43,4",1,2002,,,,,
BOM JESUS DA LAPA,"26,1","447,8","13,3","43,4",2,2002,,,,,
